C3,C4,Cz,F3,F4,F7,F8,Fp1,Fp2,Fz,O1,O2,P3,P4,Pz,T3,T4,T5,T6
5.8456,6.0302,2.8383,6.7314,16.88,9.0909,13.789,6.9652,8.6928,1.9802,5.8824,10.825,6.1485,5.0251,10.085,11.168,15.449,5.9631,13.859
-1.0509,0.0,0.85809,0.90615,6.0427,3.0303,5.0081,0.99502,0.84967,0.0,1.9608,2.9043,3.0397,0.0,1.9628,4.0609,3.9103,0.93802,4.0066
-1.0509,3.0151,2.8383,-1.0356,4.0722,1.0101,3.0569,2.9851,-1.1111,4.9505,2.9412,0.92409,4.076,2.0101,1.9628,-1.0152,1.9872,0.93802,-0.91954
0.91954,7.0352,1.8482,-1.0356,5.0575,0.0,1.1057,3.9801,-3.0719,6.9307,1.9608,0.92409,6.1485,3.0151,0.94755,-3.0457,1.9872,3.9531,-2.89
1.9048,6.0302,-2.1122,-2.9773,6.0427,-3.0303,-1.8211,1.99,-5.0327,2.9703,0.0,0.92409,3.0397,2.0101,-1.0829,-3.0457,2.9487,0.93802,-2.89
-2.0361,1.005,-10.033,-6.8608,5.0575,-8.0808,-3.7724,-2.9851,-7.9739,-4.9505,-7.8431,-2.0462,-3.1779,-1.005,-8.1895,-6.0914,2.9487,-2.0771,-1.9048
-4.0066,-5.0251,-15.974,-8.8026,2.1018,-12.121,-3.7724,-5.9701,-6.9935,-13.861,-12.745,-4.0264,-8.3592,-4.0201,-12.25,-8.1218,1.9872,-4.0871,1.0509
-8.9327,-10.05,-16.964,-10.744,-2.8243,-14.141,-2.7967,-7.9602,-9.9346,-16.832,-14.706,-6.9967,-10.432,-8.0402,-14.281,-10.152,-2.8205,-11.122,2.0361
-7.9475,-8.0402,-13.003,-8.8026,-0.85386,-13.131,-1.8211,-5.9701,-8.9542,-9.901,-11.765,-7.9868,-8.3592,-7.0352,-11.235,-8.1218,-3.7821,-8.1072,0.06568
-5.977,-1.005,-8.0528,-7.8317,1.1166,-10.101,-3.7724,-3.9801,-3.0719,-0.9901,-8.8235,-6.0066,-3.1779,-4.0201,-6.1591,-7.1066,-1.859,-3.0821,-3.8752
-4.0066,6.0302,-2.1122,-5.89,8.0131,-7.0707,-1.8211,-3.9801,-0.13072,2.9703,-4.902,-1.0561,0.96718,1.005,-0.06768,-3.0457,2.9487,-2.0771,-4.8604
-4.0066,4.0201,-4.0924,-2.9773,8.9984,-6.0606,-4.748,-1.99,-1.1111,0.0,-4.902,-1.0561,-2.1416,0.0,-0.06768,-3.0457,3.9103,0.93802,-6.8309
-6.9622,-6.0302,-12.013,-6.8608,2.1018,-10.101,-8.6504,-6.9652,-6.0131,-10.891,-12.745,-5.0165,-9.3955,-6.0302,-5.1438,-6.0914,-0.89744,-6.0972,-7.8161
-10.903,-17.085,-19.934,-10.744,-7.7504,-15.152,-6.6992,-10.945,-8.9542,-22.772,-17.647,-8.9769,-17.686,-12.06,-14.281,-10.152,-5.7051,-14.137,-3.8752
-9.9179,-18.09,-18.944,-9.7735,-9.7209,-15.152,1.1057,-8.9552,-6.9935,-22.772,-17.647,-5.0165,-15.613,-10.05,-17.327,-11.168,-2.8205,-11.122,4.9918
-8.9327,-8.0402,-13.003,-9.7735,-5.78,-15.152,5.0081,-5.9701,-6.0131,-14.851,-13.725,1.9142,-12.504,-1.005,-12.25,-11.168,3.9103,-6.0972,9.9179
-7.9475,5.0251,-7.0627,-9.7735,4.0722,-11.111,4.0325,-7.9602,-6.0131,-4.9505,-10.784,4.8845,-9.3955,7.0352,-6.1591,-10.152,11.603,-3.0821,7.9475
-6.9622,11.055,-3.1023,-6.8608,9.9836,-8.0808,0.13008,-4.9751,-5.0327,0.9901,-7.8431,2.9043,-9.3955,9.0452,-2.0981,-8.1218,12.564,-4.0871,3.0213
-7.9475,6.0302,-4.0924,-6.8608,5.0575,-7.0707,-3.7724,-5.9701,-5.0327,-0.9901,-8.8235,-0.06601,-9.3955,4.0201,-4.1286,-9.1371,6.7949,-4.0871,-0.91954
-6.9622,-2.0101,-7.0627,-8.8026,-3.8095,-8.0808,-4.748,-4.9751,-4.0523,-4.9505,-7.8431,-2.0462,-8.3592,-1.005,-6.1591,-8.1218,0.0641,-3.0821,-1.9048
-5.977,-5.0251,-6.0726,-6.8608,-9.7209,-6.0606,-2.7967,-3.9801,-2.0915,-5.9406,-5.8824,0.92409,-6.2867,-1.005,-5.1438,-6.0914,-0.89744,-2.0771,3.0213
-0.06568,4.0201,3.8284,-1.0356,-2.8243,0.0,5.0081,0.0,-0.13072,0.9901,1.9608,8.8449,-0.06909,8.0402,3.9932,-4.0609,8.7179,-2.0771,11.888
-4.0066,4.0201,-1.1221,-7.8317,-0.85386,-6.0606,1.1057,-6.9652,-5.0327,0.0,-3.9216,5.8746,-6.2867,6.0302,-1.0829,-7.1066,8.7179,-3.0821,6.9622
-11.888,1.005,-12.013,-16.57,-3.8095,-16.162,-5.7236,-15.92,-8.9542,-5.9406,-14.706,-3.0363,-15.613,-1.005,-11.235,-10.152,1.0256,-6.0972,-4.8604
-19.77,-3.0151,-18.944,-19.482,-6.7652,-20.202,-7.6748,-19.9,-9.9346,-9.901,-20.588,-8.9769,-21.831,-8.0402,-18.342,-9.1371,-4.7436,-9.1122,-10.772
-17.8,-1.005,-17.954,-17.54,-3.8095,-17.172,-3.7724,-19.9,-6.0131,-8.9109,-19.608,-7.9868,-18.722,-6.0302,-17.327,-3.0457,-1.859,-7.1022,-4.8604
-13.859,-2.0101,-13.003,-13.657,-3.8095,-12.121,-3.7724,-16.915,-4.0523,-5.9406,-11.765,-6.0066,-11.468,-4.0201,-15.296,0.0,-2.8205,-10.117,-0.91954
-10.903,-3.0151,-5.0825,-9.7735,-7.7504,-6.0606,-7.6748,-13.93,-3.0719,-3.9604,-4.902,-4.0264,-5.2504,-1.005,-9.2047,0.0,-6.6667,-6.0972,-0.91954
-7.9475,-3.0151,-1.1221,-6.8608,-8.7356,-4.0404,-10.602,-9.9502,-5.0327,-2.9703,-0.98039,-1.0561,-5.2504,1.005,-3.1134,1.0152,-8.5897,-3.0821,-4.8604
-7.9475,0.0,-3.1023,-9.7735,-3.8095,-4.0404,-10.602,-11.94,-6.0131,-3.9604,-2.9412,-2.0462,-6.2867,1.005,-3.1134,1.0152,-6.6667,-0.067,-6.8309
-9.9179,-1.005,-11.023,-10.744,-2.8243,-7.0707,-6.6992,-12.935,-3.0719,-7.9208,-7.8431,-5.0165,-10.432,-4.0201,-9.2047,0.0,-3.7821,-3.0821,-6.8309
-14.844,-4.0201,-20.924,-13.657,-2.8243,-12.121,-2.7967,-15.92,-4.0523,-11.881,-14.706,-9.967,-14.577,-12.06,-18.342,-2.0305,-2.8205,-8.1072,-3.8752
-15.829,-6.0302,-24.884,-14.628,-2.8243,-18.182,0.13008,-15.92,-6.0131,-12.871,-17.647,-11.947,-17.686,-16.08,-23.418,-6.0914,0.0641,-6.0972,1.0509
-12.874,-8.0402,-20.924,-14.628,-5.78,-18.182,1.1057,-15.92,-6.0131,-11.881,-16.667,-8.9769,-15.613,-13.065,-19.357,-7.1066,1.0256,-6.0972,4.9918
-10.903,-9.0452,-13.993,-14.628,-12.677,-13.131,-1.8211,-13.93,-3.0719,-10.891,-11.765,-4.0264,-13.541,-8.0402,-9.2047,-3.0457,-3.7821,-7.1022,3.0213
-9.9179,-6.0302,-5.0825,-9.7735,-11.691,-3.0303,-4.748,-11.94,2.8105,-7.9208,-4.902,0.92409,-8.3592,-1.005,0.94755,3.0457,-5.7051,-10.117,-0.91954
-11.888,-6.0302,-3.1023,-7.8317,-11.691,-2.0202,-9.626,-10.945,3.7908,-7.9208,-2.9412,-1.0561,-8.3592,-1.005,1.9628,6.0914,-10.513,-9.1122,-9.7865
-13.859,-12.06,-9.0429,-8.8026,-13.662,-6.0606,-15.48,-13.93,-0.13072,-10.891,-6.8627,-9.967,-11.468,-10.05,-8.1895,5.0761,-16.282,-6.0972,-19.639
-14.844,-17.085,-14.983,-15.599,-15.632,-13.131,-20.358,-17.91,-6.0131,-12.871,-12.745,-20.858,-14.577,-20.101,-18.342,-3.0457,-21.09,-14.137,-25.55
-12.874,-16.08,-16.964,-17.54,-14.647,-14.141,-14.504,-17.91,-8.9542,-10.891,-13.725,-22.838,-13.541,-22.111,-20.372,-6.0914,-18.205,-12.127,-20.624
-11.888,-13.065,-14.983,-14.628,-15.632,-11.111,-11.577,-16.915,-6.9935,-8.9109,-10.784,-17.888,-11.468,-17.085,-16.311,-3.0457,-14.359,-12.127,-15.698
-10.903,-12.06,-13.003,-11.715,-17.603,-10.101,-10.602,-14.925,-3.0719,-8.9109,-8.8235,-13.927,-9.3955,-13.065,-12.25,0.0,-12.436,-10.117,-14.713
-14.844,-15.075,-15.974,-14.628,-20.558,-11.111,-12.553,-17.91,-2.0915,-13.861,-11.765,-14.917,-13.541,-14.07,-12.25,-1.0152,-14.359,-15.142,-18.654
-14.844,-15.075,-13.993,-12.686,-17.603,-9.0909,-8.6504,-16.915,-1.1111,-14.851,-10.784,-11.947,-14.577,-13.065,-9.2047,0.0,-11.474,-17.152,-14.713
-10.903,-13.065,-10.033,-8.8026,-12.677,-4.0404,-5.7236,-13.93,-0.13072,-12.871,-7.8431,-6.9967,-10.432,-9.0452,-5.1438,1.0152,-6.6667,-13.132,-4.8604
-11.888,-15.075,-8.0528,-8.8026,-15.632,-3.0303,-3.7724,-11.94,-2.0915,-13.861,-4.902,-4.0264,-10.432,-7.0352,-4.1286,-1.0152,-7.6282,-14.137,0.06568
-9.9179,-14.07,-4.0924,-7.8317,-15.632,-2.0202,0.13008,-10.945,-1.1111,-9.901,-2.9412,-0.06601,-6.2867,-4.0201,-1.0829,-1.0152,-7.6282,-6.0972,3.0213
-8.9327,-10.05,-2.1122,-6.8608,-12.677,-3.0303,3.0569,-10.945,-0.13072,-4.9505,-2.9412,2.9043,-6.2867,-2.0101,0.94755,-1.0152,-7.6282,-11.122,2.0361
-10.903,-9.0452,-4.0924,-9.7735,-10.706,-6.0606,1.1057,-14.925,-1.1111,-3.9604,-5.8824,0.92409,-7.323,-3.0151,-2.0981,-4.0609,-8.5897,-16.147,0.06568
-10.903,-6.0302,-3.1023,-8.8026,-9.7209,-6.0606,-0.84553,-11.94,-1.1111,-3.9604,-5.8824,-1.0561,-9.3955,-1.005,-4.1286,-4.0609,-6.6667,-8.1072,1.0509
-10.903,-3.0151,0.85809,-5.89,-7.7504,-3.0303,-5.7236,-9.9502,-5.0327,-3.9604,-2.9412,-4.0264,-7.323,0.0,-5.1438,-4.0609,-5.7051,-10.117,-2.89
-10.903,-9.0452,-1.1221,-3.9482,-12.677,-2.0202,-15.48,-8.9552,-11.895,-7.9208,-1.9608,-11.947,-7.323,-7.0352,-7.1743,-3.0457,-11.474,-13.132,-11.757
-8.9327,-12.06,-2.1122,0.90615,-17.603,4.0404,-20.358,-4.9751,-7.9739,-6.9307,0.98039,-14.917,-3.1779,-11.055,-5.1438,5.0761,-14.359,-8.1072,-17.668
-5.977,-13.065,-2.1122,3.8188,-18.588,5.0505,-19.382,-1.99,-5.0327,-6.9307,3.9216,-13.927,-2.1416,-11.055,-3.1134,8.1218,-14.359,-14.137,-17.668
-6.9622,-14.07,-3.1023,0.90615,-18.588,2.0202,-15.48,-1.99,-6.9935,-8.9109,1.9608,-12.937,-3.1779,-12.06,-5.1438,2.0305,-13.397,-18.157,-16.683
-6.9622,-11.055,-4.0924,-2.0065,-13.662,-1.0101,-9.626,-3.9801,-6.0131,-7.9208,-0.98039,-10.957,-4.2142,-12.06,-7.1743,-1.0152,-9.5513,-12.127,-9.7865
-5.977,-5.0251,-2.1122,-2.0065,-9.7209,0.0,-1.8211,-2.9851,-0.13072,-2.9703,-0.98039,-6.9967,-3.1779,-7.0352,-3.1134,1.0152,-5.7051,-8.1072,-2.89
-5.977,1.005,-0.13201,-2.9773,-6.7652,1.0101,3.0569,-5.9701,1.8301,0.9901,-2.9412,-0.06601,-4.2142,0.0,0.94755,2.0305,-1.859,-4.0871,4.0066
-8.9327,3.0151,-0.13201,-3.9482,-4.7947,0.0,4.0325,-7.9602,-0.13072,0.0,-2.9412,4.8845,-7.323,5.0251,2.978,2.0305,1.9872,-5.0921,10.903
-10.903,-5.0251,-4.0924,-4.9191,-11.691,-1.0101,-2.7967,-9.9502,-3.0719,-7.9208,-5.8824,1.9142,-8.3592,1.005,-1.0829,0.0,-3.7821,-11.122,4.9918
-6.9622,-10.05,-4.0924,-2.0065,-11.691,0.0,-4.748,-5.9701,-4.0523,-9.901,-2.9412,-0.06601,-6.2867,-1.005,-2.0981,2.0305,-3.7821,-11.122,2.0361
-6.9622,-13.065,-4.0924,-3.9482,-13.662,-1.0101,-9.626,-6.9652,-5.0327,-8.9109,-4.902,-5.0165,-7.323,-5.0251,-5.1438,-1.0152,-7.6282,-13.132,-5.8456
-8.9327,-14.07,-3.1023,-7.8317,-15.632,-3.0303,-8.6504,-10.945,-3.0719,-5.9406,-6.8627,-6.9967,-11.468,-8.0402,-3.1134,-3.0457,-13.397,-11.122,-10.772
-8.9327,-7.0352,-0.13201,-8.8026,-11.691,-1.0101,-3.7724,-12.935,0.84967,0.0,-5.8824,-4.0264,-9.3955,-5.0251,2.978,-1.0152,-13.397,-0.067,-8.8013
-4.0066,-3.0151,1.8482,-6.8608,-5.78,-1.0101,-3.7724,-8.9552,0.84967,1.9802,-2.9412,-3.0363,-6.2867,-3.0151,3.9932,1.0152,-9.5513,-4.0871,-8.8013
-0.06568,-6.0302,-1.1221,-4.9191,-7.7504,-1.0101,-8.6504,-6.9652,-3.0719,-1.9802,-2.9412,-8.9769,-3.1779,-7.0352,-1.0829,-1.0152,-10.513,-4.0871,-11.757
-2.0361,-13.065,-6.0726,-5.89,-12.677,-5.0505,-13.528,-6.9652,-8.9542,-7.9208,-4.902,-14.917,-6.2867,-13.065,-8.1895,-4.0609,-14.359,-7.1022,-17.668
-0.06568,-11.055,-4.0924,-3.9482,-8.7356,-3.0303,-9.626,-6.9652,-3.0719,-5.9406,-2.9412,-11.947,-4.2142,-11.055,-6.1591,-1.0152,-10.513,-7.1022,-13.727
1.9048,-9.0452,-2.1122,-2.0065,-5.78,-1.0101,-2.7967,-4.9751,0.84967,-4.9505,-1.9608,-6.9967,-3.1779,-8.0402,-3.1134,2.0305,-6.6667,-1.072,-6.8309
-1.0509,-11.055,-6.0726,-4.9191,-6.7652,-4.0404,-4.748,-6.9652,-1.1111,-7.9208,-5.8824,-9.967,-4.2142,-12.06,-6.1591,-1.0152,-7.6282,-3.0821,-6.8309
-1.0509,-9.0452,-8.0528,-2.9773,-4.7947,-4.0404,-9.626,-3.9801,-4.0523,-7.9208,-4.902,-12.937,-4.2142,-13.065,-7.1743,-2.0305,-6.6667,-5.0921,-6.8309
-4.0066,-13.065,-11.023,-2.9773,-9.7209,-6.0606,-18.407,-4.9751,-11.895,-10.891,-4.902,-19.868,-6.2867,-18.09,-12.25,-6.0914,-13.397,-9.1122,-15.698
-1.0509,-13.065,-10.033,-2.0065,-11.691,-5.0505,-19.382,-1.99,-12.876,-7.9208,-2.9412,-21.848,-2.1416,-18.09,-15.296,-7.1066,-17.244,-5.0921,-19.639
-0.06568,-12.06,-10.033,-2.0065,-10.706,-6.0606,-16.455,-2.9851,-12.876,-5.9406,-2.9412,-20.858,-1.1054,-17.085,-16.311,-7.1066,-20.128,-7.1022,-20.624
-1.0509,-10.05,-10.033,-2.0065,-8.7356,-7.0707,-12.553,-4.9751,-10.915,-5.9406,-5.8824,-16.898,-3.1779,-14.07,-14.281,-6.0914,-15.321,-2.0771,-15.698
-1.0509,-9.0452,-9.0429,-2.0065,-5.78,-7.0707,-9.626,-2.9851,-6.9935,-5.9406,-6.8627,-11.947,-5.2504,-11.055,-9.2047,-5.0761,-9.5513,-2.0771,-9.7865
-4.9918,-10.05,-9.0429,-3.9482,-5.78,-6.0606,-12.553,-3.9801,-6.9935,-8.9109,-6.8627,-11.947,-6.2867,-11.055,-6.1591,-9.1371,-11.474,-9.1122,-11.757
-1.0509,-9.0452,-3.1023,-1.0356,-6.7652,-1.0101,-8.6504,0.0,-6.0131,-3.9604,-0.98039,-6.9967,-4.2142,-8.0402,-1.0829,-8.1218,-11.474,-2.0771,-9.7865
-0.06568,-3.0151,1.8482,0.90615,-2.8243,3.0303,-5.7236,-0.99502,-4.0523,2.9703,0.98039,-3.0363,-0.06909,-3.0151,1.9628,-4.0609,-6.6667,2.9481,-4.8604
2.89,4.0201,6.7987,0.90615,5.0575,3.0303,-0.84553,0.0,-4.0523,8.9109,3.9216,0.92409,3.0397,2.0101,2.978,-6.0914,-0.89744,4.9581,1.0509
7.8161,7.0352,6.7987,1.877,9.9836,3.0303,2.0813,4.9751,-6.0131,10.891,3.9216,0.92409,6.1485,3.0151,1.9628,-6.0914,3.9103,6.9682,4.0066
6.8309,2.0101,1.8482,0.90615,6.0427,-1.0101,-2.7967,4.9751,-6.9935,3.9604,0.98039,-2.0462,3.0397,0.0,-1.0829,-7.1066,1.9872,4.9581,1.0509
4.8604,2.0101,0.85809,2.8479,5.0575,0.0,1.1057,4.9751,-5.0327,1.9802,0.98039,1.9142,3.0397,2.0101,1.9628,-5.0761,3.9103,3.9531,5.977
3.8752,7.0352,5.8086,4.7896,7.0279,4.0404,5.9837,4.9751,-1.1111,3.9604,4.902,7.8548,4.076,9.0452,9.0694,-1.0152,5.8333,6.9682,7.9475
4.8604,14.07,12.739,7.7023,13.924,10.101,7.935,6.9652,5.7516,9.901,8.8235,11.815,9.2573,15.075,14.146,2.0305,7.7564,10.988,8.9327
9.7865,23.116,19.67,9.644,22.791,13.131,12.813,11.94,7.7124,18.812,14.706,17.756,13.402,22.111,19.222,5.0761,13.526,16.013,14.844
8.8013,25.126,21.65,8.6731,22.791,13.131,13.789,10.945,7.7124,21.782,14.706,19.736,14.439,23.116,19.222,3.0457,18.333,14.003,17.8
9.7865,26.131,23.63,10.615,23.777,14.141,10.862,12.935,4.7712,22.772,17.647,17.756,16.511,23.116,18.206,4.0609,22.179,10.988,18.785
11.757,22.111,19.67,11.586,20.821,12.121,5.9837,14.925,3.7908,19.802,15.686,12.805,16.511,19.095,13.13,3.0457,19.295,8.9782,15.829
11.757,15.075,16.7,8.6731,12.939,10.101,5.0081,11.94,3.7908,13.861,10.784,11.815,14.439,16.08,11.1,4.0609,13.526,11.993,13.859
9.7865,13.065,16.7,7.7023,9.9836,9.0909,8.9106,11.94,1.8301,11.881,10.784,15.776,11.33,17.085,12.115,5.0761,13.526,8.9782,17.8
8.8013,16.08,19.67,7.7023,12.939,9.0909,15.74,11.94,3.7908,15.842,11.765,21.716,12.366,22.111,15.161,2.0305,17.372,9.9832,23.711
11.757,18.09,24.62,10.615,16.88,13.131,19.642,15.92,8.6928,20.792,17.647,23.696,16.511,24.121,20.237,2.0305,21.218,8.9782,25.681
8.8013,13.065,20.66,6.7314,12.939,13.131,13.789,10.945,8.6928,16.832,13.725,15.776,14.439,16.08,16.176,3.0457,16.41,8.9782,17.8
9.7865,6.0302,14.719,4.7896,5.0575,8.0808,6.9593,9.9502,7.7124,11.881,11.765,5.8746,11.33,8.0402,9.0694,1.0152,10.641,9.9832,8.9327
8.8013,0.0,7.7888,3.8188,1.1166,5.0505,-1.8211,7.9602,-2.0915,5.9406,7.8431,-2.0462,10.294,2.0101,0.94755,-1.0152,1.9872,5.9631,0.06568
8.8013,1.005,6.7987,2.8479,2.1018,3.0303,-0.84553,8.9552,-1.1111,4.9505,7.8431,-2.0462,10.294,2.0101,0.94755,-1.0152,0.0641,4.9581,-0.91954
11.757,11.055,15.71,4.7896,9.9836,9.0909,8.9106,9.9502,10.654,13.861,11.765,8.8449,15.475,12.06,12.115,2.0305,6.7949,14.003,7.9475
10.772,21.106,21.65,5.7605,19.836,9.0909,14.764,9.9502,10.654,18.812,12.745,14.785,12.366,19.095,17.191,4.0609,17.372,12.998,15.829
6.8309,24.121,20.66,1.877,25.747,7.0707,15.74,6.9652,9.6732,19.802,9.8039,15.776,10.294,20.101,16.176,2.0305,22.179,10.988,18.785
9.7865,25.126,22.64,4.7896,25.747,9.0909,11.837,8.9552,8.6928,22.772,12.745,16.766,13.402,22.111,19.222,3.0457,20.256,17.018,17.8
12.742,25.126,25.611,7.7023,21.806,13.131,9.8862,12.935,6.732,25.743,15.686,16.766,17.547,23.116,20.237,4.0609,15.449,20.034,13.859
13.727,21.106,21.65,9.644,15.895,12.121,5.9837,14.925,5.7516,22.772,16.667,11.815,18.584,20.101,13.13,5.0761,9.6795,17.018,8.9327
11.757,17.085,14.719,9.644,13.924,7.0707,2.0813,12.935,2.8105,16.832,11.765,6.8647,14.439,16.08,5.0085,2.0305,10.641,17.018,7.9475
8.8013,16.08,9.769,4.7896,17.865,1.0101,7.935,7.9602,1.8301,11.881,5.8824,8.8449,9.2573,16.08,2.978,-3.0457,15.449,11.993,13.859
6.8309,13.065,5.8086,-0.06472,19.836,-3.0303,13.789,4.9751,2.8105,4.9505,0.0,13.795,3.0397,17.085,6.0237,-7.1066,21.218,6.9682,17.8
9.7865,14.07,5.8086,1.877,21.806,-1.0101,14.764,6.9652,4.7712,3.9604,0.0,14.785,4.076,17.085,8.0541,-4.0609,22.179,12.998,18.785
10.772,12.06,7.7888,6.7314,17.865,3.0303,6.9593,11.94,2.8105,5.9406,3.9216,9.835,6.1485,13.065,8.0541,0.0,16.41,14.003,12.874
11.757,11.055,8.7789,5.7605,13.924,3.0303,1.1057,10.945,-2.0915,9.901,3.9216,2.9043,8.2211,8.0402,3.9932,-2.0305,9.6795,15.008,8.9327
14.713,10.05,5.8086,2.8479,10.969,0.0,0.13008,9.9502,-5.0327,10.891,2.9412,-1.0561,7.1848,5.0251,-0.06768,-6.0914,6.7949,14.003,5.977
12.742,9.0452,1.8482,-0.06472,10.969,-3.0303,-0.84553,6.9652,-5.0327,9.901,-1.9608,-3.0363,5.1123,3.0151,-3.1134,-8.1218,7.7564,11.993,5.977
13.727,14.07,4.8185,2.8479,16.88,1.0101,4.0325,8.9552,-1.1111,11.881,1.9608,2.9043,6.1485,9.0452,2.978,-3.0457,17.372,15.008,12.874
17.668,21.106,10.759,7.7023,24.762,8.0808,5.9837,11.94,0.84967,17.822,6.8627,9.835,13.402,15.075,9.0694,2.0305,26.026,22.044,21.741
22.594,29.146,16.7,10.615,33.629,9.0909,8.9106,16.915,0.84967,24.752,11.765,15.776,16.511,23.116,12.115,0.0,34.679,28.074,30.608
26.535,36.181,25.611,13.528,40.525,14.141,13.789,21.891,1.8301,32.673,18.627,22.706,23.765,30.151,17.191,2.0305,42.372,33.099,36.519
23.58,27.136,23.63,12.557,28.703,16.162,12.813,19.9,6.732,27.723,18.627,18.746,23.765,24.121,17.191,6.0914,31.795,32.094,28.637
10.772,7.0352,6.7987,4.7896,8.0131,7.0707,1.1057,8.9552,2.8105,8.9109,6.8627,3.8944,11.33,5.0251,5.0085,4.0609,9.6795,9.9832,8.9327
1.9048,-10.05,-7.0627,-2.9773,-4.7947,-4.0404,-8.6504,0.99502,-6.0131,-7.9208,-2.9412,-9.967,2.0035,-11.055,-8.1895,0.0,-6.6667,-4.0871,-5.8456
-0.06568,-14.07,-10.033,-3.9482,-5.78,-5.0505,-9.626,-0.99502,-6.9935,-10.891,-5.8824,-11.947,-1.1054,-14.07,-9.2047,1.0152,-8.5897,-4.0871,-8.8013
-3.0213,-9.0452,-7.0627,-4.9191,-0.85386,-4.0404,-1.8211,-2.9851,0.84967,-6.9307,-4.902,-6.0066,-1.1054,-8.0402,-6.1591,2.0305,-3.7821,-2.0771,-4.8604
0.91954,4.0201,2.8383,-5.89,8.9984,0.0,8.9106,-1.99,5.7516,2.9703,0.0,5.8746,5.1123,7.0352,0.94755,0.0,7.7564,1.943,5.977
0.91954,9.0452,5.8086,-5.89,12.939,2.0202,11.837,-2.9851,4.7712,4.9505,1.9608,10.825,6.1485,12.06,7.0389,2.0305,11.603,6.9682,10.903
-0.06568,5.0251,3.8284,-5.89,8.0131,3.0303,12.813,-1.99,6.732,0.0,1.9608,10.825,4.076,9.0452,8.0541,2.0305,9.6795,1.943,10.903
0.91954,2.0101,0.85809,-3.9482,3.087,3.0303,8.9106,-0.99502,2.8105,-0.9901,0.98039,5.8746,5.1123,4.0201,5.0085,1.0152,4.8718,1.943,6.9622
0.91954,3.0151,2.8383,-2.9773,4.0722,3.0303,4.0325,0.99502,-1.1111,3.9604,3.9216,2.9043,6.1485,3.0151,2.978,0.0,1.9872,2.9481,2.0361
1.9048,6.0302,4.8185,-2.9773,8.9984,5.0505,4.0325,1.99,1.8301,6.9307,4.902,2.9043,8.2211,4.0201,5.0085,1.0152,1.9872,6.9682,0.06568
3.8752,8.0402,7.7888,2.8479,12.939,8.0808,10.862,5.9701,8.6928,8.9109,7.8431,7.8548,8.2211,7.0352,9.0694,5.0761,3.9103,12.998,3.0213
-1.0509,5.0251,4.8185,0.90615,10.969,6.0606,13.789,0.99502,9.6732,3.9604,2.9412,8.8449,4.076,6.0302,10.085,5.0761,1.9872,2.9481,5.977
-5.977,-5.0251,-3.1023,-3.9482,1.1166,1.0101,6.9593,-2.9851,5.7516,-6.9307,-3.9216,1.9142,-5.2504,-2.0101,6.0237,2.0305,-3.7821,-9.1122,-0.91954
-5.977,-12.06,-4.0924,-1.0356,-8.7356,3.0303,1.1057,-2.9851,2.8105,-12.871,-3.9216,-4.0264,-6.2867,-8.0402,5.0085,3.0457,-10.513,-9.1122,-6.8309
1.9048,-7.0352,1.8482,5.7605,-5.78,10.101,5.0081,4.9751,4.7712,-5.9406,4.902,-1.0561,2.0035,-5.0251,9.0694,8.1218,-7.6282,0.93802,-1.9048
3.8752,-3.0151,2.8383,3.8188,-2.8243,7.0707,4.0325,4.9751,3.7908,0.0,4.902,0.92409,5.1123,-2.0101,3.9932,5.0761,-1.859,1.943,0.06568
1.9048,5.0251,4.8185,0.90615,2.1018,4.0404,6.9593,2.9851,3.7908,4.9505,3.9216,6.8647,3.0397,6.0302,2.978,2.0305,4.8718,2.9481,4.9918
-2.0361,10.05,6.7987,-2.9773,7.0279,3.0303,9.8862,-2.9851,2.8105,7.9208,0.98039,13.795,-1.1054,13.065,6.0237,2.0305,10.641,1.943,10.903
-4.9918,8.0402,5.8086,-2.9773,5.0575,2.0202,10.862,-5.9701,4.7712,3.9604,-0.98039,13.795,-4.2142,11.055,9.0694,1.0152,10.641,-0.067,12.874
-1.0509,8.0402,8.7789,1.877,4.0722,8.0808,16.715,-0.99502,12.614,3.9604,5.8824,14.785,3.0397,11.055,15.161,5.0761,12.564,1.943,15.829
2.89,7.0352,8.7789,4.7896,3.087,13.131,16.715,2.9851,10.654,3.9604,9.8039,14.785,7.1848,11.055,15.161,8.1218,12.564,2.9481,17.8
2.89,11.055,9.769,6.7314,8.9984,13.131,15.74,3.9801,7.7124,7.9208,11.765,13.795,9.2573,12.06,10.085,9.1371,16.41,5.9631,19.77
1.9048,20.101,10.759,4.7896,18.851,10.101,13.789,0.99502,6.732,15.842,10.784,14.785,8.2211,16.08,5.0085,6.0914,24.103,9.9832,21.741
3.8752,26.131,12.739,1.877,22.791,7.0707,11.837,1.99,6.732,18.812,10.784,17.756,8.2211,21.106,6.0237,4.0609,28.91,9.9832,21.741
7.8161,28.141,18.68,6.7314,21.806,14.141,14.764,4.9751,15.556,22.772,15.686,22.706,13.402,26.131,16.176,11.168,27.949,15.008,21.741
6.8309,20.101,17.69,10.615,9.9836,17.172,12.813,7.9602,12.614,16.832,16.667,20.726,13.402,23.116,19.222,11.168,18.333,7.9732,15.829
8.8013,13.065,15.71,12.557,4.0722,18.182,12.813,10.945,11.634,11.881,17.647,17.756,14.439,18.09,18.206,10.152,11.603,4.9581,14.844
